12,11,20,34
0,20,12,10
9,18,9,47
38,28,49,16
24,50,16,46
28,24,50,6
40,49,45,11
5,49,17,48
26,18,49,21
42,48,6,50
49,47,45,26
18,48,49,14
0,37,48,40
31,25,48,38
40,34,42,23
29,43,26,47
27,38,0,28
22,44,27,16
47,5,16,27
13,29,29,44
20,22,50,35
15,32,23,3
15,30,28,16
7,50,39,8
23,11,23,49
21,13,25,45
13,48,45,25
43,35,43,29
3,1,20,28
38,38,30,20
17,2,27,11
33,27,46,50
45,40,3,2
8,48,29,23
41,22,4,40
19,45,20,23
43,11,8,9
42,15,39,5
5,23,40,49
13,25,16,41
43,28,42,1
44,12,12,42
45,50,7,37
32,21,42,16
32,24,21,47
23,2,17,35
16,5,39,10
22,27,50,46
41,22,50,36
11,17,27,27
41,8,31,27
3,20,29,24
19,29,2,50
28,49,11,27
7,4,21,4
43,31,10,23
3,5,12,16
47,8,50,42
9,16,50,22
7,38,28,30
29,19,42,18
43,22,39,35
25,28,4,25
34,26,37,0
40,13,22,32
48,42,18,15
5,2,29,43
10,40,35,9
18,45,2,44
47,42,13,28
39,7,35,26
18,39,14,7
34,7,30,46
20,39,27,3
19,0,22,27
10,17,13,48
22,4,33,16
20,33,6,19
29,0,48,1
23,44,30,41
35,23,13,22
48,9,46,42
2,1,36,15
50,5,25,32
26,49,37,36
36,6,29,35
24,13,43,25
10,28,0,11
46,41,40,20
39,17,39,2
43,35,21,19
3,5,35,46
42,36,12,33
49,27,15,32
2,4,8,24
10,1,38,19
28,12,48,23
42,8,39,34
9,3,4,9
50,7,50,16
23,47,3,17
12,15,40,32
25,20,4,34
50,21,32,32
24,43,48,2
48,33,43,38
45,27,21,36
42,32,7,29
42,34,1,31
48,7,15,8
15,27,11,46
28,40,4,10
19,38,14,26
2,33,35,12
24,7,17,25
11,40,48,18
0,31,2,8
1,30,35,24
3,42,46,19
16,36,47,15
26,16,22,38
11,41,42,5
13,36,25,29
47,7,35,21
28,11,10,46
4,0,23,13
32,9,41,4
2,14,40,40
9,10,29,44
35,1,3,35
0,41,34,25
49,4,41,8
47,41,41,17
13,20,18,37
25,38,45,48
37,37,9,18
2,6,18,44
32,1,4,18
12,30,33,23
28,30,21,8
13,28,21,29
15,24,24,23
29,37,2,47
42,13,25,35
20,0,50,35
38,22,28,20
46,23,23,43
7,22,13,2
5,19,23,3
26,10,25,16
8,32,36,33
7,45,27,17
33,15,37,47
37,2,37,11
20,27,6,2
2,17,20,35
14,10,9,40
39,15,27,1
14,24,10,44
23,35,12,20
16,8,32,15
8,23,1,12
50,32,17,24
39,18,32,11
2,34,43,6
33,32,41,22
11,49,14,42
8,30,40,20
12,46,17,44
6,44,38,33
18,15,24,29
31,8,8,17
44,43,32,19
7,32,35,18
24,13,35,33
50,38,39,10
36,35,4,48
5,4,39,43
12,1,7,48
36,44,4,24
5,28,12,43
11,31,11,8
46,46,20,29
41,9,30,22
23,4,8,16
6,42,36,9
43,27,32,17
40,27,26,21
36,50,21,25
36,46,23,14
34,32,3,29
24,39,11,38
49,38,9,7
5,37,9,25
15,30,40,1
41,32,31,25
45,47,21,43
6,36,42,7
1,39,5,29
46,22,19,7
10,7,17,30
2,50,3,44
42,0,40,41
25,45,35,16
36,4,30,43
43,4,9,31
18,22,34,42
39,49,15,9
1,14,19,15
46,20,41,9
10,10,19,47
22,27,41,14
38,29,45,20
12,5,0,23
24,44,14,28
8,44,42,34
11,20,1,43
44,6,36,23
6,18,5,16
17,42,42,18
11,39,40,28
29,13,16,37
43,33,0,31
46,31,4,19
9,46,38,42
10,44,38,42
26,5,44,27
43,27,49,14
22,22,44,38
20,26,29,27
22,45,6,47
44,50,28,26
0,1,25,12
50,40,25,3
16,49,47,2
42,44,3,24
50,46,40,10
10,33,48,2
22,19,27,8
0,47,2,22
45,43,5,50
2,15,23,27
25,39,21,18
21,2,47,24
10,32,14,18
34,28,2,37
12,43,21,20
32,14,42,1
27,27,39,41
9,2,0,32
39,5,12,20
19,27,32,49
35,29,29,25
28,50,48,3
43,20,14,7
21,34,27,11
38,25,37,11
35,23,42,50
43,29,17,6
17,23,7,15
16,31,46,23
7,19,10,28
14,39,44,47
18,39,30,46
22,27,1,24
49,40,45,41
5,23,26,7
42,23,13,42
35,12,2,47
50,41,10,37
6,14,4,2
22,10,31,44
0,34,40,41
33,12,44,3
5,26,31,20
30,46,15,25
1,42,8,20
27,13,2,24
28,21,33,4
14,11,40,25
1,46,17,4
42,10,14,28
4,25,31,13
39,2,22,17
35,29,42,11
13,49,2,16
47,41,36,3
12,13,11,37
20,48,11,46
24,28,47,24
40,1,8,22
47,48,48,37
28,31,25,35
27,1,26,23
46,34,49,9
2,49,33,32
7,10,0,10
42,46,50,0
16,44,10,32
39,44,34,4
18,43,43,45
44,37,6,46
31,43,21,45
37,44,15,11
42,1,1,21
47,5,7,27
20,25,8,29
21,2,24,36
27,37,45,23
40,44,43,18
17,29,36,25
34,18,47,2
28,10,23,47
38,5,8,10
44,48,26,37
16,9,23,39
34,1,11,11
9,4,10,1
15,50,21,24
16,42,12,43
26,46,41,43
1,28,25,32
44,39,47,45
46,5,2,32
35,47,4,8
26,1,49,42
47,19,49,29
41,41,39,3
19,5,13,17
38,47,30,5
37,49,2,28
47,23,12,30
12,24,10,35
21,28,13,50
34,31,30,19
50,20,35,19
43,30,17,21
3,28,46,13
19,2,28,34
10,6,33,22
23,8,14,24
35,15,28,1
47,18,43,37
45,28,37,8
44,33,48,36
16,50,41,13
6,40,20,50
46,7,12,11
31,7,41,14
9,36,0,34
43,44,11,40
37,25,15,2
44,20,45,11
16,33,30,7
20,26,5,22
36,24,26,2
26,1,3,8
21,29,15,5
21,36,35,5
12,47,22,2
31,33,33,4
34,42,1,48
17,46,44,7
4,29,1,22
30,29,22,24
26,16,13,32
17,25,50,35
2,4,12,5
40,44,0,44
42,50,21,32
19,26,17,15
27,20,38,46
30,36,22,36
44,0,4,14
33,26,12,19
21,43,43,43
47,23,6,12
0,40,1,7
9,17,26,41
38,44,12,20
18,50,19,45
17,2,33,36
12,20,22,34
27,39,39,13
12,21,28,33
17,6,47,26
28,25,18,20
39,49,27,48
40,29,24,50
44,47,29,28
1,42,2,30
31,16,10,48
19,6,17,6
9,12,17,46
7,22,26,34
43,3,39,22
34,19,29,29
39,18,18,38
0,47,9,14
5,43,19,42
35,2,16,43
45,18,3,34
14,18,22,15
43,13,29,19
5,22,29,27
8,3,35,2
5,28,43,34
10,13,19,4
23,31,29,48
30,2,17,2
0,29,21,19
4,20,16,35
8,44,16,44
5,27,23,4
38,30,9,2
19,30,37,26
12,4,18,2
24,43,19,34
34,34,48,5
28,35,46,16
23,23,21,30
10,41,41,18
16,10,41,49
44,35,37,37
16,16,15,24
31,38,39,42
42,29,38,7
15,3,47,5
35,29,1,19
3,36,48,24
42,3,35,33
4,9,26,20
17,15,5,42
42,32,1,3
34,40,0,0
12,47,39,27
5,1,19,31
33,42,5,16
16,50,7,21
50,38,11,1
12,24,0,37
20,10,27,19
15,39,33,26
43,41,1,14
26,37,48,9
26,37,22,39
19,11,13,12
16,32,30,19
45,41,35,39
49,29,35,19
47,42,26,38
50,46,3,6
41,50,17,22
48,42,49,2
20,46,27,1
49,16,47,45
27,16,46,10
46,46,47,4
23,8,2,7
13,23,17,11
44,19,33,2
21,23,39,35
35,44,46,9
30,27,34,18
35,23,14,21
32,31,42,29
31,49,11,21
2,26,1,30
50,17,15,35
28,2,4,41
0,49,3,33
17,29,20,39
17,45,27,9
23,2,38,16
15,33,8,22
47,32,44,2
15,27,11,39
16,37,50,37
2,49,23,14
43,37,7,0
19,22,29,49
50,44,47,41
2,11,46,33
44,19,15,17
10,29,44,34
39,40,32,2
29,33,17,12
21,0,23,23
10,20,1,10
3,50,14,28
10,28,47,0
18,10,15,18
7,13,44,39
26,6,16,31
32,11,44,39
18,11,3,36
45,26,46,30
26,18,46,8
14,25,10,30
10,39,2,42
26,9,43,47
11,6,27,42
36,18,11,47
29,9,44,3
36,42,3,40
11,30,28,17
21,26,7,29
38,7,36,34
25,34,38,35
44,27,41,24
18,0,44,9
17,37,33,5
40,43,0,41
46,28,34,5
50,35,1,24
45,12,10,49
13,14,10,50
23,33,26,10
8,0,11,23
10,49,17,31
15,20,2,50
4,50,13,10
2,38,13,8
48,40,50,15
22,29,3,31
31,32,28,9
21,33,28,34
37,14,32,6
6,45,46,1
2,30,10,24
11,40,10,14
38,6,11,25
6,43,25,31
31,0,2,46
0,19,43,30
11,5,18,12
26,4,5,45
14,26,4,39
48,16,13,15
37,18,6,9
42,15,25,24
28,19,31,31
15,37,37,7
24,23,22,50
40,30,17,12
43,26,24,12
33,18,6,27
4,23,14,28
6,2,39,16
41,19,3,43
7,22,46,36
14,7,27,5
13,38,26,21
50,47,47,25
46,28,7,45
3,3,14,34
40,32,50,33
1,6,49,36
38,48,39,40
30,18,10,44
9,24,21,14
23,6,37,14
0,23,3,40
41,20,32,20
1,40,0,20
32,8,46,37
41,42,26,2
25,17,37,38
36,44,29,10
28,25,26,7
40,25,5,35
7,44,2,39
32,42,5,21
41,40,33,38
21,41,37,46
36,26,45,31
16,6,48,14
35,5,29,12
4,38,33,29
10,8,4,9
29,13,15,32
8,17,30,36
17,3,8,24
22,35,28,41
15,29,10,49
11,18,44,2
24,34,36,50
19,35,7,47
7,45,23,43
25,43,29,17
27,11,49,43
42,6,48,15
16,19,7,33
33,5,6,7
50,35,22,10
20,18,34,22
26,39,33,6
37,43,20,11
21,34,1,26
34,38,13,8
18,49,6,12
0,29,10,47
9,44,21,41
33,10,20,4
43,35,40,9
25,40,15,6
49,45,20,48
11,38,33,3
39,15,13,40
19,30,41,1
37,20,4,24
39,4,13,3
13,48,46,35
15,10,9,24
31,36,34,19
44,15,50,39
49,49,32,25
32,5,0,25
40,47,22,11
6,26,39,41
48,4,39,40
38,7,30,1
0,34,1,39
17,35,29,50
14,23,33,18
35,4,39,14
21,8,35,8
5,26,4,4
29,24,35,1
40,32,30,25
17,34,11,40
34,23,50,35
13,18,26,29
41,31,13,21
16,48,50,22
10,40,3,27
44,18,9,40
48,46,4,4
36,37,18,15
21,4,8,4
12,7,49,35
2,49,44,26
2,26,14,3
23,18,30,47
24,21,32,42
19,44,26,17
8,6,40,32
1,32,29,8
24,24,37,28
18,14,21,32
2,41,24,44
30,18,9,21
48,21,0,20
22,11,48,29
0,32,6,44
41,48,19,3
36,1,8,19
35,40,45,8
40,20,13,7
18,2,30,20
33,9,4,5
0,8,32,22
49,1,17,2
17,38,26,12
32,20,21,1
30,10,34,11
7,27,22,46
28,43,30,20
10,31,0,11
16,1,18,2
6,13,7,37
14,49,8,28
12,23,17,15
14,47,13,32
12,32,12,44
1,1,4,34
37,16,4,35
22,40,36,25
5,26,21,28
30,33,16,15
16,19,43,6
18,5,34,43
35,33,0,37
30,30,15,37
42,6,44,14
26,29,20,36
31,11,31,7
21,22,13,22
4,24,50,32
14,29,28,2
19,13,16,7
21,35,50,28
16,21,44,13
0,9,38,8
11,2,39,30
5,48,21,44
49,45,37,0
8,23,37,45
24,41,30,42
6,34,33,16
33,2,5,36
6,39,40,6
49,43,34,7
20,35,19,1
43,20,7,27
14,35,21,39
26,38,26,19
48,44,33,38
29,20,47,27
18,44,30,6
37,15,15,26
50,31,30,38
26,11,45,15
18,17,10,9
12,17,4,6
43,46,25,3
48,31,24,48
38,23,4,0
21,27,34,0
29,16,18,5
40,48,14,42
32,39,16,45
4,7,17,5
21,5,28,43
26,28,23,31
6,14,16,29
18,12,24,1
11,38,49,15
26,40,45,36
31,23,41,17
15,3,38,40
29,33,35,16
4,42,7,30
6,47,0,1
34,19,45,10
47,44,27,14
46,9,43,8
7,21,13,45
38,23,49,42
4,15,0,16
38,4,30,23
38,46,5,49
39,34,47,35
14,43,33,35
42,1,16,11
39,33,49,17
22,15,17,46
24,34,8,6
